거래일시,연월,주문번호,고객ID,상품코드,수량,매출,단가,구매채널,디지털채널,결제수단,배송유형,카테고리,상품명,시도,권역
2021-11-08,2021-11-01,575034,15573,22197,1,7384,7384,온라인,앱,간편결제(네이버/카카오/토스),택배배송,Food,Sheba Perfect Portions Paté Wet Cat Food,경기,수도권
2021-11-08,2021-11-01,575036,15249,22086,1,13185,13185,온라인,앱,간편결제(네이버/카카오/토스),새벽배송,Disposables,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,인천,수도권
2021-11-08,2021-11-01,575036,15249,79321,1,25699,25699,온라인,앱,간편결제(네이버/카카오/토스),새벽배송,Supplements,ProBiotic Supplements for Dogs,인천,수도권
2021-11-08,2021-11-01,575037,16066,22086,3,39554,13185,온라인,앱,카드,새벽배송,Disposables,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,전남,비수도권
2021-11-08,2021-11-01,575037,16066,23284,1,36873,36873,온라인,앱,카드,새벽배송,Supplements,Purina Pro Plan Adult Sensitive Skin,전남,비수도권
2021-11-08,2021-11-01,575039,15005,22386,1,18068,18068,온라인,모바일웹,카드,새벽배송,Food,Milk-Bone MaroSnacks Dog Treats with Real Bone,서울,수도권
2021-11-08,2021-11-01,575039,15005,23203,1,9296,9296,온라인,모바일웹,카드,새벽배송,Grooming,Pet Hair Remover,서울,수도권
2021-11-08,2021-11-01,575039,15005,22197,2,14767,7384,온라인,모바일웹,카드,새벽배송,Food,Sheba Perfect Portions Paté Wet Cat Food,서울,수도권
2021-11-08,2021-11-01,575039,15005,23084,1,9296,9296,온라인,모바일웹,카드,새벽배송,Pet Food,Templation Soft Cat Treats,서울,수도권
2021-11-08,2021-11-01,575040,13381,22720,1,22124,22124,온라인,앱,카드,택배배송,Electronics,UltraSound Dog Barking Deterrent,대전,비수도권
2021-11-08,2021-11-01,575041,17289,85123A,1,13185,13185,온라인,모바일웹,카드,새벽배송,Disposables,Dog and Puppy Pads,경기,수도권
2021-11-08,2021-11-01,575041,17289,23084,2,18593,9296,온라인,모바일웹,카드,새벽배송,Pet Food,Templation Soft Cat Treats,경기,수도권
2021-11-08,2021-11-01,575046,15039,85123A,6,68382,11397,온라인,앱,카드,택배배송,Disposables,Dog and Puppy Pads,경남,비수도권
2021-11-08,2021-11-01,575046,15039,22197,4,29534,7384,온라인,앱,카드,택배배송,Food,Sheba Perfect Portions Paté Wet Cat Food,경남,비수도권
2021-11-08,2021-11-01,575049,12721,85099B,2,18593,9296,오프라인,,간편결제(네이버/카카오/토스),매장구매,Disposables,Earth Rated Dog Poop Bags,경기,수도권
2021-11-08,2021-11-01,575049,12721,23084,3,27889,9296,오프라인,,간편결제(네이버/카카오/토스),매장구매,Pet Food,Templation Soft Cat Treats,경기,수도권
2021-11-08,2021-11-01,575051,15957,85099B,2,18593,9296,온라인,앱,간편결제(네이버/카카오/토스),택배배송,Disposables,Earth Rated Dog Poop Bags,대구,비수도권
2021-11-08,2021-11-01,575051,15957,22086,1,13185,13185,온라인,앱,간편결제(네이버/카카오/토스),택배배송,Disposables,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,대구,비수도권
2021-11-08,2021-11-01,575051,15957,22197,1,7384,7384,온라인,앱,간편결제(네이버/카카오/토스),택배배송,Food,Sheba Perfect Portions Paté Wet Cat Food,대구,비수도권
2021-11-08,2021-11-01,,16013,79321,0,0,22124,오프라인,,카드,매장구매,Supplements,ProBiotic Supplements for Dogs,경기,수도권
2021-11-08,2021-11-01,,16013,22423,0,0,95118,오프라인,,카드,매장구매,Food,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,경기,수도권
2021-11-08,2021-11-01,575060,13089,22086,1,13185,13185,온라인,PC웹,카드,택배배송,Disposables,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,경기,수도권
2021-11-08,2021-11-01,575060,13089,23084,2,18593,9296,온라인,PC웹,카드,택배배송,Pet Food,Templation Soft Cat Treats,경기,수도권
2021-11-08,2021-11-01,575060,13089,22720,1,22124,22124,온라인,PC웹,카드,택배배송,Electronics,UltraSound Dog Barking Deterrent,경기,수도권
2021-11-08,2021-11-01,575062,17651,23203,2,18593,9296,오프라인,,카드,매장구매,Grooming,Pet Hair Remover,충남,비수도권
2021-11-08,2021-11-01,575063,16764,22423,1,110754,110754,오프라인,,카드,매장구매,Food,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,서울,수도권
2021-11-08,2021-11-01,575063,16764,22720,1,22124,22124,오프라인,,카드,매장구매,Electronics,UltraSound Dog Barking Deterrent,서울,수도권
2021-11-08,2021-11-01,,13924,22720,0,0,22124,오프라인,,카드,매장구매,Electronics,UltraSound Dog Barking Deterrent,세종,비수도권
2021-11-08,2021-11-01,575067,12583,23298,2,85997,42999,온라인,앱,간편결제(네이버/카카오/토스),새벽배송,Food,Purina ONE SmartBlend Natural Adult Chicken 10lb,세종,비수도권
2021-11-08,2021-11-01,575067,12583,22197,4,29534,7384,온라인,앱,간편결제(네이버/카카오/토스),새벽배송,Food,Sheba Perfect Portions Paté Wet Cat Food,세종,비수도권
2021-11-08,2021-11-01,575068,14282,85099B,2,18593,9296,오프라인,,간편결제(네이버/카카오/토스),매장구매,Disposables,Earth Rated Dog Poop Bags,서울,수도권
2021-11-08,2021-11-01,575068,14282,20725,2,14749,7375,오프라인,,간편결제(네이버/카카오/토스),매장구매,Grooming,Pet Grooming Brush,서울,수도권
2021-11-08,2021-11-01,575068,14282,23203,2,18593,9296,오프라인,,간편결제(네이버/카카오/토스),매장구매,Grooming,Pet Hair Remover,서울,수도권
2021-11-08,2021-11-01,575069,17637,22086,1,13185,13185,온라인,모바일웹,카드,택배배송,Disposables,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,전북,비수도권
2021-11-08,2021-11-01,575070,17841,85099B,1,9296,9296,오프라인,,카드,매장구매,Disposables,Earth Rated Dog Poop Bags,인천,수도권
2021-11-08,2021-11-01,575070,17841,47566,1,22124,22124,오프라인,,카드,매장구매,Disposables,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",인천,수도권
2021-11-08,2021-11-01,575070,17841,22720,1,22124,22124,오프라인,,카드,매장구매,Electronics,UltraSound Dog Barking Deterrent,인천,수도권
2021-11-08,2021-11-01,575071,12990,85099B,4,37186,9296,온라인,앱,간편결제(네이버/카카오/토스),새벽배송,Disposables,Earth Rated Dog Poop Bags,경기,수도권
2021-11-08,2021-11-01,575071,12990,22386,2,36136,18068,온라인,앱,간편결제(네이버/카카오/토스),새벽배송,Food,Milk-Bone MaroSnacks Dog Treats with Real Bone,경기,수도권
2021-11-08,2021-11-01,575073,13975,85099B,1,9296,9296,온라인,PC웹,카드,택배배송,Disposables,Earth Rated Dog Poop Bags,충남,비수도권
2021-11-08,2021-11-01,575073,13975,23084,4,32001,8000,온라인,PC웹,카드,택배배송,Pet Food,Templation Soft Cat Treats,충남,비수도권
2021-11-08,2021-11-01,575074,15356,23203,1,9296,9296,온라인,PC웹,간편결제(네이버/카카오/토스),새벽배송,Grooming,Pet Hair Remover,울산,비수도권
2021-11-08,2021-11-01,575075,13975,22086,1,13185,13185,오프라인,,카드,매장구매,Disposables,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,충남,비수도권
2021-11-08,2021-11-01,575076,16639,85123A,2,26370,13185,온라인,PC웹,계좌이체,택배배송,Disposables,Dog and Puppy Pads,대구,비수도권
2021-11-08,2021-11-01,575078,17633,85099B,2,18593,9296,온라인,앱,간편결제(네이버/카카오/토스),택배배송,Disposables,Earth Rated Dog Poop Bags,서울,수도권
2021-11-08,2021-11-01,,12613,22720,0,0,22124,오프라인,,카드,매장구매,Electronics,UltraSound Dog Barking Deterrent,서울,수도권
2021-11-08,2021-11-01,575085,12849,22114,1,18995,18995,온라인,모바일웹,카드,택배배송,Grooming,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,충북,비수도권
2021-11-08,2021-11-01,575086,16618,85123A,2,26370,13185,온라인,앱,카드,택배배송,Disposables,Dog and Puppy Pads,서울,수도권
2021-11-08,2021-11-01,575086,16618,79321,2,51398,25699,온라인,앱,카드,택배배송,Supplements,ProBiotic Supplements for Dogs,서울,수도권
2021-11-08,2021-11-01,575087,16549,22114,1,18995,18995,온라인,앱,카드,택배배송,Grooming,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,대구,비수도권
2021-11-08,2021-11-01,575087,16549,85123A,1,13185,13185,온라인,앱,카드,택배배송,Disposables,Dog and Puppy Pads,대구,비수도권
2021-11-08,2021-11-01,575087,16549,22086,1,13185,13185,온라인,앱,카드,택배배송,Disposables,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,대구,비수도권
2021-11-08,2021-11-01,575087,16549,47566,1,22124,22124,온라인,앱,카드,택배배송,Disposables,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",대구,비수도권
2021-11-08,2021-11-01,575087,16549,20725,1,7375,7375,온라인,앱,카드,택배배송,Grooming,Pet Grooming Brush,대구,비수도권
2021-11-08,2021-11-01,575088,13272,85123A,1,13185,13185,온라인,PC웹,카드,택배배송,Disposables,Dog and Puppy Pads,경기,수도권
2021-11-08,2021-11-01,575089,13437,22086,1,13185,13185,온라인,앱,카드,택배배송,Disposables,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,세종,비수도권
2021-11-08,2021-11-01,575091,17160,20725,2,14749,7375,오프라인,,카드,매장구매,Grooming,Pet Grooming Brush,서울,수도권
2021-11-08,2021-11-01,575117,12748,22086,1,13185,13185,온라인,PC웹,간편결제(네이버/카카오/토스),택배배송,Disposables,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,제주,비수도권
2021-11-08,2021-11-01,575117,12748,23084,1,9296,9296,온라인,PC웹,간편결제(네이버/카카오/토스),택배배송,Pet Food,Templation Soft Cat Treats,제주,비수도권
2021-11-08,2021-11-01,575127,13695,23284,1,36873,36873,온라인,앱,카드,택배배송,Supplements,Purina Pro Plan Adult Sensitive Skin,인천,수도권
2021-11-08,2021-11-01,575129,13110,22114,1,18995,18995,오프라인,,카드,매장구매,Grooming,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,전북,비수도권
2021-11-08,2021-11-01,575132,18177,22386,2,36136,18068,온라인,앱,간편결제(네이버/카카오/토스),택배배송,Food,Milk-Bone MaroSnacks Dog Treats with Real Bone,부산,비수도권
2021-11-08,2021-11-01,575136,15103,22086,1,13185,13185,오프라인,,카드,매장구매,Disposables,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,서울,수도권
2021-11-08,2021-11-01,575137,13090,23084,2,18593,9296,온라인,앱,카드,택배배송,Pet Food,Templation Soft Cat Treats,경기,수도권
2021-11-08,2021-11-01,575139,16863,85123A,1,13185,13185,오프라인,,간편결제(네이버/카카오/토스),매장구매,Disposables,Dog and Puppy Pads,충남,비수도권
2021-11-08,2021-11-01,575139,16863,23298,1,42999,42999,오프라인,,간편결제(네이버/카카오/토스),매장구매,Food,Purina ONE SmartBlend Natural Adult Chicken 10lb,충남,비수도권
2021-11-08,2021-11-01,575141,15615,22114,2,37990,18995,온라인,앱,간편결제(네이버/카카오/토스),새벽배송,Grooming,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,서울,수도권
2021-11-08,2021-11-01,575141,15615,85099B,4,37186,9296,온라인,앱,간편결제(네이버/카카오/토스),새벽배송,Disposables,Earth Rated Dog Poop Bags,서울,수도권
2021-11-08,2021-11-01,575140,18198,20725,2,14749,7375,온라인,모바일웹,카드,택배배송,Grooming,Pet Grooming Brush,경북,비수도권
2021-11-08,2021-11-01,575143,13643,85123A,1,13185,13185,온라인,모바일웹,계좌이체,새벽배송,Disposables,Dog and Puppy Pads,전남,비수도권
2021-11-08,2021-11-01,575146,17313,21137,7,206132,29447,온라인,PC웹,카드,택배배송,Food,Canned Cat Food,인천,수도권
2021-11-08,2021-11-01,575148,13867,85123A,1,13185,13185,온라인,앱,카드,택배배송,Disposables,Dog and Puppy Pads,경기,수도권
2021-11-08,2021-11-01,575149,16626,21137,1,32575,32575,온라인,앱,카드,택배배송,Food,Canned Cat Food,서울,수도권
2021-11-08,2021-11-01,575152,16284,23084,1,9296,9296,오프라인,,카드,매장구매,Pet Food,Templation Soft Cat Treats,경기,수도권
2021-11-08,2021-11-01,575154,12395,22423,1,110754,110754,온라인,PC웹,카드,택배배송,Food,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,서울,수도권
2021-11-08,2021-11-01,575154,12395,23084,1,9296,9296,온라인,PC웹,카드,택배배송,Pet Food,Templation Soft Cat Treats,서울,수도권
2021-11-08,2021-11-01,,15271,22960,0,0,18995,오프라인,,카드,매장구매,Grooming,Rechargeable Pet Nail Grinder,대전,비수도권
2021-11-08,2021-11-01,575164,18216,85123A,1,13185,13185,온라인,모바일웹,카드,택배배송,Disposables,Dog and Puppy Pads,충남,비수도권
2021-11-08,2021-11-01,575165,14342,84879,3,22660,7553,온라인,앱,간편결제(네이버/카카오/토스),택배배송,Cleanig Supplies,Pet Odor Eliminator,전북,비수도권
2021-11-08,2021-11-01,575167,15153,23084,1,9296,9296,오프라인,,카드,매장구매,Pet Food,Templation Soft Cat Treats,인천,수도권
2021-11-08,2021-11-01,575166,17022,85099B,2,18593,9296,오프라인,,간편결제(네이버/카카오/토스),매장구매,Disposables,Earth Rated Dog Poop Bags,대구,비수도권
2021-11-08,2021-11-01,575166,17022,22197,2,14767,7384,오프라인,,간편결제(네이버/카카오/토스),매장구매,Food,Sheba Perfect Portions Paté Wet Cat Food,대구,비수도권
2021-11-08,2021-11-01,575166,17022,23084,1,9296,9296,오프라인,,간편결제(네이버/카카오/토스),매장구매,Pet Food,Templation Soft Cat Treats,대구,비수도권
2021-11-08,2021-11-01,575169,14367,23203,4,37186,9296,오프라인,,카드,매장구매,Grooming,Pet Hair Remover,경기,수도권
2021-11-08,2021-11-01,575169,14367,22960,1,18995,18995,오프라인,,카드,매장구매,Grooming,Rechargeable Pet Nail Grinder,경기,수도권
2021-11-08,2021-11-01,575169,14367,23084,1,9296,9296,오프라인,,카드,매장구매,Pet Food,Templation Soft Cat Treats,경기,수도권
2021-11-08,2021-11-01,,16790,22960,0,0,18995,오프라인,,카드,매장구매,Grooming,Rechargeable Pet Nail Grinder,전북,비수도권
2021-11-09,2021-11-01,575179,14284,22114,1,18995,18995,오프라인,,간편결제(네이버/카카오/토스),매장구매,Grooming,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,경기,수도권
2021-11-09,2021-11-01,575179,14284,22960,1,18995,18995,오프라인,,간편결제(네이버/카카오/토스),매장구매,Grooming,Rechargeable Pet Nail Grinder,경기,수도권
2021-11-09,2021-11-01,575181,14709,85099B,2,18593,9296,온라인,PC웹,카드,택배배송,Disposables,Earth Rated Dog Poop Bags,제주,비수도권
2021-11-09,2021-11-01,575181,14709,22386,2,36136,18068,온라인,PC웹,카드,택배배송,Food,Milk-Bone MaroSnacks Dog Treats with Real Bone,제주,비수도권
2021-11-09,2021-11-01,575181,14709,23203,2,18593,9296,온라인,PC웹,카드,택배배송,Grooming,Pet Hair Remover,제주,비수도권
2021-11-09,2021-11-01,575183,13046,82484,1,69058,69058,온라인,모바일웹,카드,택배배송,Food,NexGard Chew for Dogs,서울,수도권
2021-11-09,2021-11-01,575183,13046,84879,2,15107,7553,온라인,모바일웹,카드,택배배송,Cleanig Supplies,Pet Odor Eliminator,서울,수도권
2021-11-09,2021-11-01,575183,13046,22423,1,110754,110754,온라인,모바일웹,카드,택배배송,Food,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,서울,수도권
2021-11-09,2021-11-01,575185,14051,22114,4,67041,16760,오프라인,,간편결제(네이버/카카오/토스),매장구매,Grooming,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,전남,비수도권
2021-11-09,2021-11-01,575185,14051,23284,5,158217,31643,오프라인,,간편결제(네이버/카카오/토스),매장구매,Supplements,Purina Pro Plan Adult Sensitive Skin,전남,비수도권
2021-11-09,2021-11-01,575185,14051,22423,1,110754,110754,오프라인,,간편결제(네이버/카카오/토스),매장구매,Food,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,전남,비수도권
2021-11-09,2021-11-01,575188,16759,22386,2,36136,18068,오프라인,,카드,매장구매,Food,Milk-Bone MaroSnacks Dog Treats with Real Bone,경기,수도권
2021-11-09,2021-11-01,575191,18144,85099B,4,37186,9296,온라인,앱,간편결제(네이버/카카오/토스),새벽배송,Disposables,Earth Rated Dog Poop Bags,서울,수도권
2021-11-09,2021-11-01,575193,12681,23203,2,18593,9296,온라인,앱,간편결제(네이버/카카오/토스),택배배송,Grooming,Pet Hair Remover,경기,수도권
2021-11-09,2021-11-01,575193,12681,22423,1,110754,110754,온라인,앱,간편결제(네이버/카카오/토스),택배배송,Food,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,경기,수도권
2021-11-09,2021-11-01,575193,12681,23084,4,32001,8000,온라인,앱,간편결제(네이버/카카오/토스),택배배송,Pet Food,Templation Soft Cat Treats,경기,수도권
2021-11-09,2021-11-01,575195,16767,20725,2,14749,7375,온라인,앱,간편결제(네이버/카카오/토스),택배배송,Grooming,Pet Grooming Brush,충남,비수도권
2021-11-09,2021-11-01,575198,12921,22086,2,26370,13185,오프라인,,카드,매장구매,Disposables,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,경북,비수도권
2021-11-09,2021-11-01,575199,12921,85099B,4,37186,9296,온라인,앱,간편결제(네이버/카카오/토스),택배배송,Disposables,Earth Rated Dog Poop Bags,경북,비수도권
2021-11-09,2021-11-01,575199,12921,20725,2,14749,7375,온라인,앱,간편결제(네이버/카카오/토스),택배배송,Grooming,Pet Grooming Brush,경북,비수도권
2021-11-09,2021-11-01,575199,12921,23203,7,65075,9296,온라인,앱,간편결제(네이버/카카오/토스),택배배송,Grooming,Pet Hair Remover,경북,비수도권
2021-11-09,2021-11-01,575200,12921,23084,1,9296,9296,온라인,PC웹,카드,택배배송,Pet Food,Templation Soft Cat Treats,경북,비수도권
2021-11-09,2021-11-01,575201,13629,85099B,34,272009,8000,온라인,앱,계좌이체,새벽배송,Disposables,Earth Rated Dog Poop Bags,제주,비수도권
2021-11-09,2021-11-01,575202,13018,23084,1,9296,9296,오프라인,,카드,매장구매,Pet Food,Templation Soft Cat Treats,서울,수도권
2021-11-09,2021-11-01,575203,13018,23084,4,32001,8000,오프라인,,카드,매장구매,Pet Food,Templation Soft Cat Treats,서울,수도권
2021-11-09,2021-11-01,575205,13147,79321,8,176989,22124,온라인,앱,계좌이체,새벽배송,Supplements,ProBiotic Supplements for Dogs,서울,수도권
2021-11-09,2021-11-01,575206,14298,21137,8,235580,29447,오프라인,,카드,매장구매,Food,Canned Cat Food,서울,수도권
2021-11-09,2021-11-01,575206,14298,79321,4,88494,22124,오프라인,,카드,매장구매,Supplements,ProBiotic Supplements for Dogs,서울,수도권
2021-11-09,2021-11-01,575209,14214,22086,1,13185,13185,온라인,앱,간편결제(네이버/카카오/토스),택배배송,Disposables,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,경기,수도권
2021-11-09,2021-11-01,575210,14732,23084,1,9296,9296,온라인,앱,카드,새벽배송,Pet Food,Templation Soft Cat Treats,인천,수도권
2021-11-09,2021-11-01,575211,17377,85099B,1,9296,9296,온라인,앱,간편결제(네이버/카카오/토스),택배배송,Disposables,Earth Rated Dog Poop Bags,서울,수도권
2021-11-09,2021-11-01,575211,17377,47566,1,22124,22124,온라인,앱,간편결제(네이버/카카오/토스),택배배송,Disposables,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",서울,수도권
2021-11-09,2021-11-01,575211,17377,23298,1,42999,42999,온라인,앱,간편결제(네이버/카카오/토스),택배배송,Food,Purina ONE SmartBlend Natural Adult Chicken 10lb,서울,수도권
2021-11-09,2021-11-01,575213,16210,21137,80,2355799,29447,오프라인,,카드,매장구매,Food,Canned Cat Food,경기,수도권
2021-11-09,2021-11-01,575213,16210,85123A,6,68382,11397,오프라인,,카드,매장구매,Disposables,Dog and Puppy Pads,경기,수도권
2021-11-09,2021-11-01,575215,18109,85123A,1,13185,13185,오프라인,,카드,매장구매,Disposables,Dog and Puppy Pads,인천,수도권
2021-11-09,2021-11-01,575218,16592,22114,1,18995,18995,온라인,앱,카드,택배배송,Grooming,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,경기,수도권
2021-11-09,2021-11-01,575218,16592,22086,1,13185,13185,온라인,앱,카드,택배배송,Disposables,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,경기,수도권
2021-11-09,2021-11-01,575218,16592,22197,4,29534,7384,온라인,앱,카드,택배배송,Food,Sheba Perfect Portions Paté Wet Cat Food,경기,수도권
2021-11-09,2021-11-01,575219,17511,85123A,11,125367,11397,온라인,모바일웹,카드,택배배송,Disposables,Dog and Puppy Pads,경기,수도권
2021-11-09,2021-11-01,575219,17511,85099B,17,136004,8000,온라인,모바일웹,카드,택배배송,Disposables,Earth Rated Dog Poop Bags,경기,수도권
2021-11-09,2021-11-01,575219,17511,22086,14,159558,11397,온라인,모바일웹,카드,택배배송,Disposables,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,경기,수도권
2021-11-09,2021-11-01,575219,17511,22386,17,264332,15549,온라인,모바일웹,카드,택배배송,Food,Milk-Bone MaroSnacks Dog Treats with Real Bone,경기,수도권
2021-11-09,2021-11-01,575219,17511,82484,2,117269,58634,온라인,모바일웹,카드,택배배송,Food,NexGard Chew for Dogs,경기,수도권
2021-11-09,2021-11-01,575219,17511,20725,17,110171,6481,온라인,모바일웹,카드,택배배송,Grooming,Pet Grooming Brush,경기,수도권
2021-11-09,2021-11-01,575219,17511,23203,17,136004,8000,온라인,모바일웹,카드,택배배송,Grooming,Pet Hair Remover,경기,수도권
2021-11-09,2021-11-01,575219,17511,79321,4,88494,22124,온라인,모바일웹,카드,택배배송,Supplements,ProBiotic Supplements for Dogs,경기,수도권
2021-11-09,2021-11-01,575219,17511,22197,34,212647,6254,온라인,모바일웹,카드,택배배송,Food,Sheba Perfect Portions Paté Wet Cat Food,경기,수도권
2021-11-09,2021-11-01,575220,17511,85099B,17,136004,8000,오프라인,,간편결제(네이버/카카오/토스),매장구매,Disposables,Earth Rated Dog Poop Bags,경기,수도권
2021-11-09,2021-11-01,575220,17511,22386,17,264332,15549,오프라인,,간편결제(네이버/카카오/토스),매장구매,Food,Milk-Bone MaroSnacks Dog Treats with Real Bone,경기,수도권
2021-11-09,2021-11-01,575220,17511,23203,17,136004,8000,오프라인,,간편결제(네이버/카카오/토스),매장구매,Grooming,Pet Hair Remover,경기,수도권
2021-11-09,2021-11-01,575221,12949,82484,1,69058,69058,온라인,PC웹,간편결제(네이버/카카오/토스),택배배송,Food,NexGard Chew for Dogs,서울,수도권
2021-11-09,2021-11-01,575221,12949,84879,3,22660,7553,온라인,PC웹,간편결제(네이버/카카오/토스),택배배송,Cleanig Supplies,Pet Odor Eliminator,서울,수도권
2021-11-09,2021-11-01,575221,12949,79321,1,25699,25699,온라인,PC웹,간편결제(네이버/카카오/토스),택배배송,Supplements,ProBiotic Supplements for Dogs,서울,수도권
2021-11-09,2021-11-01,575221,12949,22720,1,22124,22124,온라인,PC웹,간편결제(네이버/카카오/토스),택배배송,Electronics,UltraSound Dog Barking Deterrent,서울,수도권
2021-11-09,2021-11-01,575222,16880,21137,1,32575,32575,오프라인,,간편결제(네이버/카카오/토스),매장구매,Food,Canned Cat Food,부산,비수도권
2021-11-09,2021-11-01,575222,16880,23284,2,73745,36873,오프라인,,간편결제(네이버/카카오/토스),매장구매,Supplements,Purina Pro Plan Adult Sensitive Skin,부산,비수도권
2021-11-09,2021-11-01,,17511,85099B,-16,-128004,8000,오프라인,,카드,매장구매,Disposables,Earth Rated Dog Poop Bags,경기,수도권
2021-11-09,2021-11-01,,17511,22386,-16,-248783,15549,오프라인,,카드,매장구매,Food,Milk-Bone MaroSnacks Dog Treats with Real Bone,경기,수도권
2021-11-09,2021-11-01,,17511,23203,-16,-128004,8000,오프라인,,카드,매장구매,Grooming,Pet Hair Remover,경기,수도권
2021-11-09,2021-11-01,575297,15134,85123A,1,13185,13185,온라인,앱,간편결제(네이버/카카오/토스),택배배송,Disposables,Dog and Puppy Pads,서울,수도권
2021-11-09,2021-11-01,575298,17841,85123A,1,13185,13185,오프라인,,간편결제(네이버/카카오/토스),매장구매,Disposables,Dog and Puppy Pads,인천,수도권
2021-11-09,2021-11-01,575298,17841,23203,1,9296,9296,오프라인,,간편결제(네이버/카카오/토스),매장구매,Grooming,Pet Hair Remover,인천,수도권
2021-11-09,2021-11-01,575298,17841,23298,1,42999,42999,오프라인,,간편결제(네이버/카카오/토스),매장구매,Food,Purina ONE SmartBlend Natural Adult Chicken 10lb,인천,수도권
2021-11-09,2021-11-01,575298,17841,22720,1,22124,22124,오프라인,,간편결제(네이버/카카오/토스),매장구매,Electronics,UltraSound Dog Barking Deterrent,인천,수도권
2021-11-09,2021-11-01,575300,13804,47566,2,44247,22124,온라인,앱,카드,택배배송,Disposables,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",경기,수도권
2021-11-09,2021-11-01,575299,14691,23284,2,63287,31643,오프라인,,카드,매장구매,Supplements,Purina Pro Plan Adult Sensitive Skin,서울,수도권
2021-11-09,2021-11-01,575302,17086,85099B,17,136004,8000,오프라인,,간편결제(네이버/카카오/토스),매장구매,Disposables,Earth Rated Dog Poop Bags,경기,수도권
2021-11-09,2021-11-01,575303,12893,22086,1,13185,13185,오프라인,,간편결제(네이버/카카오/토스),매장구매,Disposables,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,경기,수도권
2021-11-09,2021-11-01,575305,14188,85099B,4,37186,9296,오프라인,,카드,매장구매,Disposables,Earth Rated Dog Poop Bags,세종,비수도권
2021-11-09,2021-11-01,575305,14188,20725,4,29498,7375,오프라인,,카드,매장구매,Grooming,Pet Grooming Brush,세종,비수도권
2021-11-09,2021-11-01,575305,14188,23203,4,37186,9296,오프라인,,카드,매장구매,Grooming,Pet Hair Remover,세종,비수도권
2021-11-09,2021-11-01,575320,17011,47566,1,22124,22124,온라인,앱,카드,택배배송,Disposables,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",서울,수도권
2021-11-09,2021-11-01,575324,14240,85123A,1,13185,13185,온라인,앱,카드,택배배송,Disposables,Dog and Puppy Pads,제주,비수도권
2021-11-09,2021-11-01,575325,17293,23084,1,9296,9296,온라인,앱,간편결제(네이버/카카오/토스),새벽배송,Pet Food,Templation Soft Cat Treats,경기,수도권
2021-11-09,2021-11-01,575330,15152,22086,1,13185,13185,온라인,앱,카드,새벽배송,Disposables,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,경기,수도권
2021-11-09,2021-11-01,575330,15152,84879,4,30213,7553,온라인,앱,카드,새벽배송,Cleanig Supplies,Pet Odor Eliminator,경기,수도권
2021-11-09,2021-11-01,575331,13209,85099B,2,18593,9296,온라인,모바일웹,간편결제(네이버/카카오/토스),택배배송,Disposables,Earth Rated Dog Poop Bags,경북,비수도권
2021-11-09,2021-11-01,575331,13209,20725,2,14749,7375,온라인,모바일웹,간편결제(네이버/카카오/토스),택배배송,Grooming,Pet Grooming Brush,경북,비수도권
2021-11-09,2021-11-01,575331,13209,22197,2,14767,7384,온라인,모바일웹,간편결제(네이버/카카오/토스),택배배송,Food,Sheba Perfect Portions Paté Wet Cat Food,경북,비수도권
2021-11-09,2021-11-01,575331,13209,22197,6,44302,7384,온라인,모바일웹,간편결제(네이버/카카오/토스),택배배송,Food,Sheba Perfect Portions Paté Wet Cat Food,경북,비수도권
